id,title,comb_feat
33909,Wall Street: Money Never Sleeps,Drama Crime duringcreditsstinger Twentieth Century Fox Film Corporation Dune Entertainment Dune Entertainment III Edward R. Pressman Film 5.8
49017,Dracula Untold,Horror Action Drama Fantasy War vampire dracula bite battle 15th century ottoman empire vlad fang vamp tepes Universal Pictures Legendary Pictures Fuji Television Network Dentsu Michael De Luca Productions 6.2
9882,The Siege,"Drama Action Thriller Crime islam muslim car bomb fbi agent Twentieth Century Fox Film Corporation Lynda Obst Productions Bedford Falls Company, The 6.0"
2270,Stardust,Adventure Fantasy Romance Family witch based on novel new love prince beauty star kingdom wall falling star royalty unrequited love good vs evil fratricide Paramount Pictures Ingenious Film Partners Di Bonaventura Pictures Marv Films Vaughn Productions 7.1
978,Seven Years in Tibet,Adventure Drama History buddhism himalaya austria mountains buddhist monk world war ii prisoners of war monsoon tibet dalai lama mountaineer lhasa wedding TriStar Pictures Mandalay Entertainment Applecross Reperage & Vanguard Films 7.0
44564,The Dilemma,Comedy Drama adultery infidelity secret investigation friendship partner love friends dilemma cheating on partner best friend Imagine Entertainment Universal Pictures Spyglass Entertainment Wild West Picture Show Productions 5.2
3132,Bad Company,Action Adventure Comedy Thriller ambush cia assassin nightclub hustler hidden camera decoy undercover agent twin brother deception betrayal mistaken identity shootout espionage foot chase car chase silencer surveillance agent impersonation langley virginia odd couple Jerry Bruckheimer Films Touchstone Pictures Stillking Films 5.4
8814,Doom,Adventure Action Horror teleportation based on video game severed ear future war wisecrack humor commando mission Di Bonaventura Pictures John Wells Productions Reaper Productions Stillking Films Babelsberg Film Doom Productions Distant Planet Productions 5.0
8427,I Spy,Action Adventure Comedy Thriller budapest kidnapping boxer secret agent liberation of hostage hostage-taking woman director Columbia Pictures Corporation 5.2
52520,Underworld: Awakening,Fantasy Action Horror vampire daughter hybrid child vampire werewolf imax lab experiment werewolf child fang vamp Lakeshore Entertainment Saturn Films Screen Gems Sketch Films UW4 Productions 6.1
80585,Rock of Ages,Comedy Drama Music Romance musical rocker teenager young love rock sta New Line Cinema Offspring Entertainment Corner Store Entertainment Material Pictures 6.0
10592,Hart's War,Drama War black people world war ii prisoners of war u.s. army war escape tribunal trial soldier military tribunal xenophobia David Foster Productions Cheyenne Enterprises Metro-Goldwyn-Mayer (MGM) David Ladd Films 5.9
49021,Killer Elite,Action Adventure Thriller rescue Current Entertainment Omnilab Media Ambience Entertainment International Traders Open Road Films Sighvatsson Films Palomar Pictures (II) Film Victoria Wales Creative IP Fund 6.1
11535,Rollerball,Action Science Fiction Thriller manager arena dystopia wrestling sport roller-skating motorcycle racing rollerskating future sport Atlas Entertainment Toho-Towa Mosaic Media Group Yorktown Productions Helkon Media AG Metro-Goldwyn-Mayer (MGM) 3.4
10550,Ballistic: Ecks vs. Sever,Action Adventure Thriller loss of family enemy adversary agent Epsilon Motion Pictures Franchise Pictures Dante Entertainment Chris Lee Productions SuperMega MHF Erste Academy Film GmbH & Co. Produktions KG 4.3
11258,Hard Rain,Thriller sheriff rain evacuation armored car crook hoodlum Paramount Pictures Toho-Towa Mutual Film Company PolyGram Filmed Entertainment Marubeni Tele München Fernseh Produktionsgesellschaft (TMG) UGC PH British Broadcasting Corporation (BBC) Television Stargate Studios 5.5
12610,Osmosis Jones,Adventure Animation Action Comedy Family cold flu lethal virus construction worker Conundrum Entertainment Warner Bros. Animation Warner Bros. 5.9
59981,Legends of Oz: Dorothy's Return,Animation Music Family Prana Animation Studios Summertime Entertainment 5.9
201088,Blackhat,Crime Drama Mystery terrorist technology anti hero hacker computer virus national security agency (nsa) race against time computer malaysia nuclear power plant suspense betrayal conspiracy on the run fugitive shootout hacking terrorism cat and mouse one against many computer hacker no opening credits terrorist plot stock exchange cybercrime cyber terrorism chinese military cyber terrorist cyber thriller Universal Pictures Forward Pass Legendary Pictures 5.1
5137,Sky Captain and the World of Tomorrow,Mystery Action Thriller Science Fiction Adventure london england himalaya journalist killer robot computer war robot Paramount Pictures Natural Nylon Entertainment Riff Raff Film Productions Filmauro Blue Flower Productions Brooklyn Films II 5.7
3093,Basic Instinct 2,Crime Mystery Thriller male nudity sex legs soho london playing god jacuzzi Intermedia Films Kanzaman C-2 Pictures IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG 4.6
107846,Escape Plan,Action Thriller prison muslim ship mystery science fiction escape crime prison escape cia agent Summit Entertainment Atmosphere Entertainment MM Emmett/Furla Films Mark Canton Productions Envision Entertainment Boies / Schiller Film Group Knightsbridge Entertainment 6.7
188207,The Legend of Hercules,Action Adventure mythology zeus ancient greece demigod city of argos mistaken parentage Millennium Films 4.4
4614,The Sum of All Fears,Thriller Action Drama cia terrorist atomic bomb cold war nuclear explosion jack ryan Paramount Pictures Mace Neufeld Productions MFP Munich Film Partners GmbH & Company I. Produktions KG S.O.A.F. Productions Mel's Cite du Cinema 5.9
24021,The Twilight Saga: Eclipse,Adventure Fantasy Drama Romance vampire graduation bite immortality werewolf fang vamp Summit Entertainment Maverick Films Imprint Entertainment Sunswept Entertainment Temple Hill Entertainment 5.8
11371,The Score,Action Crime Thriller quebec jewel scepter customs house jewelry heist blueprint assumed identity schematic voice over surveillance camera one last job Paramount Pictures Mandalay Pictures Horseshoe Bay Productions 6.7
20352,Despicable Me,Animation Family adoptive father orphanage life's dream rivalry stealing ballet little girl orphan father daughter relationship tomboy mother son relationship intelligent kids evil doctor duringcreditsstinger minions supervillain 3d despicable cattivissimo Universal Pictures Illumination Entertainment 7.1
11517,Money Train,Action Comedy Crime brother brother relationship subway new york city new york subway train robbery Columbia Pictures 5.4
214756,Ted 2,Comedy sperm bank sequel buddy courthouse teddy bear aftercreditsstinger toy comes to life married Universal Pictures Fuzzy Door Productions Bluegrass Films Smart Entertainment Media Rights Capital (MRC) 6.2
26428,Agora,Adventure Drama History christianity philosophy egypt new love war cult historical figure history sword fight ancient world destiny fall in love hypatia misogyny persecution library of alexandria political unrest impossible love false history power relations unfulfillment master and servant love and romance unfulfilled love Himenóptero Telecinco Cinema Mod Producciones Nimar Studios Canal+ España Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA) Government of Malta 6.9
9824,Mystery Men,Adventure Fantasy Action Comedy Science Fiction bowling hostage sphinx training insane asylum tools frankenstein casanova superhero based on comic book independent film comedy spoof skull shovel disco superhero spoof invisible man dark horse comics invisibility rajah bowling ball spleen evil genius Universal Pictures Dark Horse Entertainment Golar Productions 5.7
48988,Hall Pass,Comedy wife husband relationship daydream marriage freedom friends New Line Cinema Conundrum Entertainment 5.4
9008,The Insider,Drama Thriller spy newspaper research interview tobacco insider conspiracy theory reporter whistleblower columbia broadcasting system (cbs) tobacco industry Spyglass Entertainment Forward Pass Kaitz Productions Mann/Roth Productions Touchstone Pictures 7.3
300673,The Finest Hours,Action Drama History Thriller coast guard based on true story survival rescue mission storm at sea sinking ship 1950s 3d Walt Disney Pictures Whitaker Entertainment Bergsten Music Red Hawk Entertainment 6.3
12113,Body of Lies,Action Drama Thriller terror falsely accused based on novel dying and death jordan dubai intelligence agency beating Scott Free Productions De Line Pictures Warner Bros. 6.5
38778,Dinner for Schmucks,Comedy mouse idiot mind control taxidermy aftercreditsstinger duringcreditsstinger Paramount Pictures DreamWorks SKG Spyglass Entertainment Everyman Pictures Reliance BIG Entertainment Parkes/MacDonald Productions 5.5
72331,Abraham Lincoln: Vampire Hunter,Action Fantasy Horror usa president vampire steam locomotive american civil war 19th century abraham lincoln 3d Twentieth Century Fox Film Corporation Bazelevs Production Tim Burton Productions Abraham Productions Location Gourmet 5.5
1844,Entrapment,"Romance Drama Mystery london england new year's eve skyscraper burglar distrust undercover blackmail nudity thief heist older man younger woman relationship art thief criminal art theft millennium manhattan, new york city gala kuala lumpur malaysia Fountainbridge Films Regency Enterprises 6.0"
846,The X Files,Mystery Science Fiction Thriller bomb helicopter secret obsession extraterrestrial technology fbi space marine mutation secret society secret organization secret lab x-files government Twentieth Century Fox Film Corporation Ten Thirteen Productions 6.6
9703,The Last Legion,Action Adventure Fantasy War roman empire emperor ancient rome western roman empire ancient world julius caesar Ingenious Film Partners Quinta Communications Dino De Laurentiis Company Zephyr Films 5.0
857,Saving Private Ryan,Drama History War war crimes self sacrifice war veteran world war ii war ship airplane bravery normandy parachute troops waffen ss omaha beach army cowardice american flag war memorial deserted town military 1940s Paramount Pictures DreamWorks SKG Amblin Entertainment Mutual Film Company Mark Gordon Productions 7.9
136797,Need for Speed,Action Crime Drama Thriller street race super cars super speed car based on video game duringcreditsstinger 3d DreamWorks SKG Reliance Entertainment Bandito Brothers Touchstone Pictures Electronic Arts Revolution Sun Studios 6.1
3981,What Women Want,Comedy Romance women telepathy supernatural powers advertising executive woman director Paramount Pictures Centropolis Entertainment Icon Entertainment International Wind Dancer Productions 6.1
425,Ice Age,Animation Comedy Family Adventure human evolution parents kids relationship squirrel ice loss of child mammoth sloth dying and death stone age prehistoric saber-toothed tiger cavemen prehistoric creature prehistoric adventure prehistoric times prehistoric man Twentieth Century Fox Film Corporation Blue Sky Studios Twentieth Century Fox Animation 7.1
6171,Dreamcatcher,Drama Horror Science Fiction Thriller religion and supernatural Village Roadshow Pictures Castle Rock Entertainment NPV Entertainment Kasdan Pictures WV Films II 5.3
72976,Lincoln,History Drama usa president speech battlefield family conflict mourning american civil war cultural conflict based on true events battle of gettysburg secession presidential cabinet gettysburg address conflagration ethical dilemma emancipation abraham lincoln DreamWorks Amblin Entertainment Twentieth Century Fox Film Corporation Dune Entertainment The Kennedy/Marshall Company Participant Media Reliance Entertainment 6.7
603,The Matrix,Action Science Fiction saving the world artificial intelligence man vs machine philosophy prophecy martial arts self sacrifice fight insurgence virtual reality dystopia truth cyberpunk woman director messiah gnosticism Village Roadshow Pictures Groucho II Film Partnership Silver Pictures Warner Bros. 7.9
568,Apollo 13,Drama moon florida nasa spaceman race against time houston based on true story space rescue survival disaster explosion astronaut imax saturn v rocket courage hypothermia apollo program cape kennedy lunar mission spacecraft accident Imagine Entertainment Universal Pictures 7.3
9021,The Santa Clause 2,Fantasy Comedy Family holiday christmas party home santa claus magic toy wish son sequel saving christmas christmas Walt Disney Pictures Outlaw Productions Boxing Cat Films 5.5
82695,Les Misérables,Drama Music Romance france robbery brothel mayor star musical arrest army rebellion wedding falling in love corpse parole convict girl disguised as boy Universal Pictures Relativity Media CAMERON MACKINTOSH Working Title Films 7.1
9489,You've Got Mail,Comedy Romance romantic comedy online dating woman director Warner Bros. 6.3
12133,Step Brothers,Comedy becoming an adult autonomy childhood trauma hostility step brother slacker man child aftercreditsstinger duringcreditsstinger Columbia Pictures Mosaic Media Group Gary Sanchez Productions Relativity Media Apatow Productions 6.5
9342,The Mask of Zorro,Action Adventure california spy hero horseback riding sword fight revenge Amblin Entertainment TriStar Pictures 6.3
41733,Due Date,Comedy Drama highway slacker hitchhiker wallet sunglasses rest stop vicodin waffle Legendary Pictures Green Hat Films Warner Bros. 6.2
227306,Unbroken,Drama War world war ii prisoners of war biography sport war athlete woman director olympic athlete Legendary Pictures 3 Arts Entertainment Jolie Pas 7.3
5551,Space Cowboys,Action Adventure Thriller nasa space travel astronaut elderly Village Roadshow Pictures Malpaso Productions Mad Chance Warner Bros. Clipsal Films Digital Image Associates 6.3
9350,Cliffhanger,Action Adventure Thriller rocky mountains airplane hijacking suitcase climbing heist money snow mountain climbing mountain TriStar Pictures Canal+ Carolco Pictures RCS Video Cliffhanger Productions Pioneer 6.1
9208,Broken Arrow,Action Adventure Drama Thriller helicopter river captain underground mexican standoff countdown pilot fistfight canyon major betrayal gunfight train explosion park ranger desert military nuclear device boxing stealth aircraft abandoned mine humvee Twentieth Century Fox Film Corporation WCG Entertainment Productions Mark Gordon Productions 5.7
4244,The Kid,Fantasy Comedy Family age difference midlife crisis suppressed past self-awareness childhood memory humor changing the past or future Walt Disney Pictures 6.0
1852,World Trade Center,Drama History Thriller terror runaway alarm clock hero firemen fire engine war on terror rescue marine hospital trapped rubble rescue team Paramount Pictures Double Feature Films Intermedia Films Kernos Filmproduktionsgesellschaft & Company 5.9
11820,Mona Lisa Smile,Drama Romance faculty art history rowing school nurse femininity teacher hero womens issues Columbia Pictures Revolution Studios 6.5
76493,The Dictator,Comedy kurdish Paramount Pictures 5.9
345,Eyes Wide Shut,Mystery Drama life and death sexual obsession free love heterosexual christmas party eroticism orgy masked ball marijuana illegal prostitution Hobby Films Pole Star Stanley Kubrick Productions Warner Bros. 7.1
196867,Annie,Comedy Drama Family musical orphan foster child Columbia Pictures Olive Bridge Entertainment Sony Pictures Entertainment (SPE) Overbrook Entertainment Marcy Media 6.0
256591,Focus,Romance Comedy Crime Drama seduction con man femme fatale deception rivalry con artist Kramer & Sigman Films RatPac-Dune Entertainment Zaftig Films 6.7
59962,This Means War,Action Comedy Romance love triangle friendship dating sushi bar exploding airplane online dating stable karate class dog shelter Dune Entertainment Overbrook Films Robert Simonds Productions 5.9
36648,Blade: Trinity,Science Fiction Action Horror Thriller Adventure Fantasy fbi dracula fistfight vampire hunter superhero based on comic book martial arts master motorcycle katana sword blade loss of friend super villain vampire slayer fast motion scene female vampire New Line Cinema Amen Ra Films Shawn Danielle Productions Ltd. Imaginary Forces Marvel Enterprises Peter Frankfurt Productions 5.7
1880,Red Dawn,Action Thriller guerrilla colorado invasion anti-communism near future red army United Artists Valkyrie Films 6.4
9440,Primary Colors,Comedy Drama white house usa president presidential election scandal george w. bush extramarital affair Universal Pictures Mutual Film Company 6.1
71679,Resident Evil: Retribution,Action Horror Science Fiction mutant dystopia sequel conspiracy tokyo japan zombie based on video game moscow hand to hand combat virus plague pandemic mega corporation Davis-Films 5.6
10483,Death Race,Action Thriller Science Fiction car race dystopia matter of life and death prison guard car set on fire escape from prison exploding building vehicle combat car crash violence Universal Pictures Cruise/Wagner Productions Impact Pictures Relativity Media Scion Films H2S2 Filmproduktionsgesellschaft 6.0
11412,The Long Kiss Goodnight,Crime Action Mystery Thriller assassination amnesia hostage chase dark comedy teacher escape single mother timebomb candlelight vigil rogue agent street shootout ex cia agent christmas parade New Line Cinema Forge The Steve Tisch Company 6.5
11983,Proof of Life,Action Adventure Drama Romance Thriller hostage new love suspense agent Castle Rock Entertainment Warner Bros. 6.0
6795,Zathura: A Space Adventure,Family Fantasy Science Fiction Adventure adventure house alien giant robot outer space astronaut Columbia Pictures Corporation Teitler Film Michael De Luca Productions Radar Pictures 6.1
550,Fight Club,Drama support group dual identity nihilism rage and hate insomnia dystopia violence Regency Enterprises Fox 2000 Pictures Taurus Film Linson Films Atman Entertainment Knickerbocker Films 8.3
11170,We Are Marshall,Drama american football 1970s trainer college sport Legendary Pictures Thunder Road Pictures Wonderland Sound and Vision Warner Bros. 6.7
9292,Hudson Hawk,Action Adventure Comedy vatican leonardo da vinci painting master thief TriStar Pictures Silver Pictures 5.4
10783,Lucky Numbers,Action Adventure Comedy Crime Romance Thriller weather forecast tv station weather lottery wettermann debt woman director Paramount Pictures StudioCanal 4.9
100241,"I, Frankenstein",Horror Thriller soul queen anti hero fantasy prince supernatural frankenstein good vs evil gargoyles fighting demon dark imax 3d Lakeshore Entertainment Sidney Kimmel Entertainment Lionsgate Hopscotch Films 5.0
257,Oliver Twist,Crime Drama Family london england child abuse street gang runaway child labour children's home orphanage thief violence good and bad child R.P. Productions ETIC Films Runteam III Ltd. 6.7
9947,Elektra,Action Fantasy martial arts based on comic book female assassin spin off Twentieth Century Fox Film Corporation Regency Enterprises Epsilon Motion Pictures New Regency Pictures Marvel Enterprises Horseshoe Bay Productions Elektra Productions SAI Productions 4.8
189,Sin City: A Dame to Kill For,Crime Thriller detective dystopia dominatrix murder suspense twins based on graphic novel dark horse comics neo-noir 3d Miramax Films Troublemaker Studios AR Films Aldamisa Entertainment Demarest Films Solipsist Film Residaco 6.3
12618,Random Hearts,Drama Romance infidelity politician airplane crash death death of husband police sergeant death of wife Columbia Pictures 5.3
253412,Everest,Adventure Drama mountains snow storm hiking climbing snow death blizzard mountain climbing based on true events mount everest 3d Universal Pictures Working Title Films Walden Media Cross Creek Pictures Free State Pictures RVK Studios 6.7
1427,Perfume: The Story of a Murderer,Crime Fantasy Drama paris female nudity prostitute small town obsession orgy bad smell nudity lone wolf lavender nose child prodigy fish market daughter supernatural genius children's home death perfume Davis-Films Nouvelles Éditions de Films (NEF) Rising Star VIP Medienfonds 4 Ikiru Films Constantin Film Produktion Castelao Producciones 7.1
818,Austin Powers in Goldmember,Comedy Crime Science Fiction saving the world submarine brother brother relationship clone spy helicopter gold submachine gun asteroid undercover belgium dutch car journey nightclub laser sumo ringer family history auto clowning overweight man conciliation james bond spoof duringcreditsstinger New Line Cinema Eric's Boy Team Todd Moving Pictures Gratitude International 5.9
16577,Astro Boy,Animation Action Family Science Fiction superhero The Weinstein Company Summit Entertainment Tezuka Production Company Ltd. Imagi Animation Studios 6.1
329,Jurassic Park,Adventure Science Fiction exotic island dna paleontology tyrannosaurus rex triceratops brontosaurus electric fence island dinosaur amusement park theme park jurassic park Universal Pictures Amblin Entertainment 7.6
12160,Wyatt Earp,Drama Action Western gunslinger gambling sheriff deputy sheriff wretch wyatt earp historical figure doc holliday Tig Productions Warner Bros. Kasdan Pictures Paragon Entertainment Corp. 6.5
9331,Clear and Present Danger,Action Drama Thriller assassination spy ambush cia helicopter based on novel usa president sniper fbi colombia drug traffic bomber mission of murder mercenary insurgence coast guard spying war car bomb drug cartel conspiracy shootout infantry violence jack ryan political cover-up Paramount Pictures Mace Neufeld Productions 6.4
300168,Dragon Blade,Action Drama Adventure Shanghai Film Group Jackie & JJ Production Sparkle Roll Media Huayi Brothers Media Alibaba Pictures Group Home Media & Entertainment Fund Tencent Video China Film & TV Capital Visualizer Film Company 5.9
9072,Little Man,Comedy Crime baby adoption married couple small person criminal Revolution Studios Wayans Bros. Entertainment 5.3
3536,U-571,Action Drama Thriller War submarine world war ii north atlantic mission Universal Pictures Canal Plus Dino De Laurentiis Company 6.1
9087,The American President,Comedy Drama Romance white house usa president new love widower wildlife conservation Columbia Pictures Castle Rock Entertainment 6.5
12177,The Love Guru,Comedy Romance sport ice hockey guru comedy bollywood india spiritualist broken heart self-help stanley cup chastity ashram expert Paramount Pictures Goldcrest Pictures Internationale Filmproduktion 4.3
12138,3000 Miles to Graceland,Action Adventure Comedy Thriller Crime casino submachine gun hold-up robbery elvis reference to elvis presley duringcreditsstinger Franchise Pictures Warner Bros. Morgan Creek Productions 5.8
273248,The Hateful Eight,Crime Drama Mystery Western bounty hunter wyoming mountains narration hangman stagecoach blizzard post civil war Double Feature Films The Weinstein Company FilmColony 7.6
9955,Blades of Glory,Action Comedy Drama competition olympic games sport rivalry ice skating DreamWorks 5.9
50359,Hop,Animation Comedy Family coup d'etat slacker easter easter bunny aftercreditsstinger live action and animation Universal Pictures Illumination Entertainment 5.5
1271,300,Action Adventure War evisceration javelin shield army fall from height ancient world s.a.t. minions Virtual Studios Legendary Pictures Hollywood Gang Productions Atmosphere Entertainment MM Warner Bros. Nimar Studios Cruel and Unusual Films 7.0
693,Meet the Fockers,Comedy Romance cia parents kids relationship florida anti-authoritarian upbringing jew parents-in-law orderly just married sex therapy bad father-in-law family illegitimate son DreamWorks SKG Universal Pictures Everyman Pictures Tribeca Productions 6.1
14306,Marley & Me,Comedy Family journalist based on novel puppy dog duringcreditsstinger columnist animal lead Sunswept Entertainment Dune Entertainment III 6.9
497,The Green Mile,Fantasy Drama Crime southern usa black people mentally disabled based on novel heal death row jail guard great depression prison guard electric chair magic realism healing death row inmate 1930s Castle Rock Entertainment Darkwoods Productions Warner Bros. 8.2
11199,Wild Hogs,Action Adventure Comedy midlife crisis road trip politically incorrect motorcycle gang biker film awkwardness travel writer middle age middle aged man Wild Hogs Productions Touchstone Pictures 5.6
9982,Chicken Little,Animation Family Comedy fish small town space marine chicken alien best friend alien invasion animal duringcreditsstinger 3d Walt Disney Pictures Walt Disney Feature Animation 5.6
210577,Gone Girl,Mystery Thriller Drama based on novel marriage crisis disappearance cheating husband missing person search party criminal lawyer wife murder murder suspect missing wife Twentieth Century Fox Film Corporation Regency Enterprises New Regency Pictures Pacific Standard TSG Entertainment Artemple - Hollywood 7.9
2501,The Bourne Identity,"Action Drama Mystery Thriller paris barcelona spain assassin based on novel secret identity amnesia sniper passport mission of murder lovers escape shootout foot chase cell phone car chase multiple identities surveillance camera hamburg germany fishing boat langley virginia safe deposit box flashback hand to hand combat Universal Pictures Kennedy/Marshall Company, The Hypnotic Kalima Productions GmbH & Co. KG Stillking Films 7.3"
710,GoldenEye,Adventure Action Thriller cuba falsely accused secret identity computer virus secret base secret intelligence service kgb satellite special car cossack electromagnetic pulse time bomb st. petersburg russia ejection seat red army United Artists Eon Productions 6.6
2275,The General's Daughter,Crime Drama Mystery Thriller suicide detective based on novel bondage general paranoia nudity u.s. army investigation politics cover-up murder betrayal conspiracy gang rape father daughter relationship videotape military law Paramount Pictures MFP Munich Film Partners GmbH & Company I. Produktions KG Krane Entertainment Neufeld Rehme Productions 6.1
37165,The Truman Show,Comedy Drama claustrophobia hidden camera dystopia reality show make believe pretend Paramount Pictures Scott Rudin Productions 7.8
9837,The Prince of Egypt,Adventure Animation Drama Family Music moses egypt pyramid exodus kingdom governance ancient egypt hebrew pharaoh woman director DreamWorks SKG DreamWorks Animation 6.8
10708,Daddy Day Care,Comedy Family competition success kindergarten children unemployment Columbia Pictures Revolution Studios Davis Entertainment 5.6
136400,2 Guns,Action Comedy Crime undercover undercover agent based on comic book money fugitive bank robbery dea agent Universal Studios Marc Platt Productions Emmett/Furla Films Envision Entertainment Corporation 6.6
10992,Cats & Dogs,Comedy Family fight governance puppy allergy 3d Village Roadshow Pictures NPV Entertainment Mad Chance Zide-Perry Productions Warner Bros. BenderSpink 5.0
9654,The Italian Job,Action Crime venice california train station helicopter austria mountains gold subway hacker chase safe remake caper revenge murder heist double crossed fast cars boat chase los angeles explosion convict father daughter relationship car chase tv news hollywood sign television repair mini cooper De Line Pictures Working Title Films 6.6
2642,Two Weeks Notice,Romance Comedy new york parish hall romantic comedy lawyer billionaire environmental law Village Roadshow Pictures Castle Rock Entertainment NPV Entertainment Fortis Films 5.9
8916,Antz,Adventure Animation Comedy Family general hero worker ant work assignment war princess soldier individuality friend DreamWorks SKG Pacific Data Images (PDI) DreamWorks Animation 6.0
19899,Couples Retreat,Comedy Romance island married couple yoga tahiti couples therapy beautiful woman tropical aftercreditsstinger duringcreditsstinger french polynesia polynésie française Universal Pictures Wild West Picture Show Productions Stuber Productions Relativity Media 5.3
2119,Days of Thunder,Adventure stock-car-race daytona car crash Paramount Pictures Don Simpson/Jerry Bruckheimer Films 5.9
9641,Cheaper by the Dozen 2,Comedy holiday lake big family father labor pain rivalry family holiday Twentieth Century Fox Film Corporation 21 Laps Entertainment Dozen Canada Productions 5.7
294254,Maze Runner: The Scorch Trials,Action based on novel resistance maze post-apocalyptic dystopia infection on the run escape zombie storm disease desert sewer antidote corporation virus runner city ruin immunity Gotham Group Temple Hill Entertainment TSG Entertainment 6.4
38167,Eat Pray Love,Drama indonesia female protagonist india divorce bali Columbia Pictures Red Om Films Plan B Entertainment 5.8
5994,The Family Man,Comedy Drama Romance Fantasy workaholic second chance guardian angel christmas career vs family life reprioritizing Universal Pictures 6.5
39514,RED,Action Adventure Comedy Crime Thriller cia retirement shot to death sniper rifle retired female spy alarm DC Comics Di Bonaventura Pictures Summit Entertainment DC Entertainment 6.6
9563,Any Given Sunday,Drama american football trainer training american football coach sport american football stadium Donners' Company Ixtlan Warner Bros. 6.8
547,The Horse Whisperer,Drama Romance love triangle new york montana attachment to nature confidence horseback riding horse riding accident career woman ranch horse whisperer trauma country life marriage crisis crisis travel mother daughter relationship animal nature Wildwood Enterprises Touchstone Pictures 6.7
1538,Collateral,Drama Crime Thriller california taxi assassin hostage taxi driver fbi hitman police los angeles murderer crime criminal gun violence Paramount Pictures DreamWorks SKG Parkes/MacDonald Productions Edge City 7.0
9334,The Scorpion King,Action Fantasy Adventure egypt temple Universal Pictures Kalima Productions GmbH & Co. KG World Wrestling Entertainment (WWE) Alphaville Films 5.3
11128,Ladder 49,Drama Action Thriller ledge practical joke Casey Silver Productions Beacon Communications Touchstone Pictures Beacon Pictures Fantail Films Inc. 6.2
75780,Jack Reacher,Crime Drama Thriller based on novel sniper investigation police quarry Paramount Pictures Mutual Film Company Skydance Productions TC Productions 6.3
8914,Deep Blue Sea,Action Science Fiction Thriller shark attack shark alzheimer's disease killer shark no opening credits Village Roadshow Pictures Warner Bros. Riche-Ludwig Productions Groucho III Film Partnership 5.6
13576,This Is It,Music Documentary pop star music concert aftercreditsstinger duringcreditsstinger Columbia Pictures 6.7
39538,Contagion,Drama Thriller Science Fiction saving the world mutation infection terminal illness quarantine outbreak medical vaccine lethal virus scientist epidemic Double Feature Films Regency Enterprises Warner Bros. Participant Media Imagenation Abu Dhabi FZ 6.2
10628,Kangaroo Jack,Comedy Adventure Crime money delivery fool australia hoodlum kangaroo Castle Rock Entertainment Jerry Bruckheimer Films Warner Bros. 4.3
14836,Coraline,Animation Family dream eye stuffed animal parallel world button new home secret door aftercreditsstinger duringcreditsstinger Focus Features Laika Entertainment 7.3
8645,The Happening,Thriller Science Fiction tree natural disaster crisis park strange behavior Spyglass Entertainment Twentieth Century Fox Film Corporation Dune Entertainment UTV Motion Pictures Blinding Edge Pictures 4.9
9509,Man on Fire,Action Drama Thriller Crime mexico cia kidnapping diary bible bodyguard stuffed animal cell phone alcoholic grenade launcher bloodshed swim meet Regency Enterprises Fox 2000 Pictures Epsilon Motion Pictures Scott Free Productions New Regency Pictures 7.3
10067,The Shaggy Dog,Comedy Family father son relationship parents kids relationship workaholic wife husband relationship transformation body exchange daughter lawyer dog family turns into animal Walt Disney Pictures Mandeville Films Boxing Cat Films 4.5
9384,Starsky & Hutch,Comedy Crime informant jumping from a rooftop surveillance footage Weed Road Pictures Warner Bros. Dimension Films Red Hour Films AR-TL 5.6
9279,Jingle All the Way,Family Comedy holiday christmas party santa claus toy puppet christmas turboman navidad Twentieth Century Fox Film Corporation 1492 Pictures 5.5
1487,Hellboy,Fantasy Action Science Fiction black magic fistfight cover-up superhero paranormal phenomena narration from grave demon occult combat photography reanimated corpse duringcreditsstinger Revolution Studios Dark Horse Entertainment Lawrence Gordon Productions Starlite Films 6.5
9422,A Civil Action,Drama success advancement right and justice leukemia lawyer business start-up Paramount Pictures Wildwood Enterprises Touchstone Pictures 6.1
77174,ParaNorman,Family Animation Adventure Comedy medium stop motion curse jock ghost communicating with the dead aftercreditsstinger dealing with the past witch trial child witch empathy strange Focus Features Laika Entertainment 6.7
4824,The Jackal,Action Thriller Adventure Crime fbi cold war hitman Universal Pictures Toho-Towa Mutual Film Company Marubeni Tele München Fernseh Produktionsgesellschaft (TMG) Alphaville Films British Broadcasting Corporation (BBC) UGC PH Mel's Cite du Cinema 6.1
9620,Paycheck,Action Adventure Mystery Science Fiction Thriller prophecy engineer scientist millionaire Paramount Pictures DreamWorks SKG Davis Entertainment Lion Rock Productions Province of British Columbia Film Incentive BC Solomon/Hackett Productions 5.9
9302,Up Close & Personal,Drama Romance miami television career vitamin b reporter Cinergi Pictures Entertainment Touchstone Pictures 5.9
10199,The Tale of Despereaux,Adventure Animation Family loyalty totalitarian regime mouse forgiveness honor unlikely friendship courage chivalry animal lead Larger Than Life Productions 5.8
10771,The Tuxedo,Thriller Action Comedy Science Fiction bomb intelligence chauffeur wound secret agent head injury DreamWorks SKG Parkes+MacDonald Image Nation Blue Train Productions 5.3
3512,Under Siege 2: Dark Territory,Action Thriller terrorist pentagon satellite navy seal train Regency Enterprises Warner Bros. Seagal/Nasso Productions Victor Company of Japan (JVC) Cutting Edge Films 5.6
