"cust_id","location_1","location_2"
"01-1276",dairy,checkout
"01-1276",checkout,exit
"01-1277",entrance,spices
"01-1277",spices,drinks
"01-1277",drinks,fruit
"01-1277",fruit,checkout
"01-1277",checkout,exit
"01-1278",entrance,dairy
"01-1278",dairy,checkout
"01-1278",checkout,exit
"01-1279",entrance,spices
"01-1279",spices,fruit
"01-1279",fruit,checkout
"01-1279",checkout,exit
"01-1280",entrance,drinks
"01-1280",drinks,fruit
"01-1280",fruit,checkout
"01-1280",checkout,exit
"01-1281",entrance,drinks
"01-1281",drinks,checkout
"01-1281",checkout,exit
"01-1282",entrance,dairy
"01-1282",dairy,spices
"01-1282",spices,dairy
"01-1282",dairy,checkout
"01-1282",checkout,exit
"01-1283",entrance,fruit
"01-1283",fruit,checkout
"01-1283",checkout,exit
"01-1284",entrance,dairy
"01-1284",dairy,drinks
"01-1284",drinks,fruit
"01-1284",fruit,drinks
"01-1284",drinks,checkout
"01-1284",checkout,exit
"01-1285",entrance,fruit
"01-1285",fruit,checkout
"01-1285",checkout,exit
"01-1286",entrance,fruit
"01-1286",fruit,checkout
"01-1286",checkout,exit
"01-1287",entrance,dairy
"01-1287",dairy,checkout
"01-1287",checkout,exit
"01-1288",entrance,dairy
"01-1288",dairy,fruit
"01-1288",fruit,drinks
"01-1288",drinks,spices
"01-1288",spices,fruit
"01-1288",fruit,spices
"01-1288",spices,drinks
"01-1288",drinks,checkout
"01-1288",checkout,exit
"01-1289",entrance,dairy
"01-1289",dairy,checkout
"01-1289",checkout,exit
"01-1290",entrance,fruit
"01-1290",fruit,checkout
"01-1290",checkout,exit
"01-1291",entrance,dairy
"01-1291",dairy,spices
"01-1291",spices,dairy
"01-1291",dairy,spices
"01-1291",spices,fruit
"01-1291",fruit,spices
"01-1291",spices,fruit
"01-1291",fruit,checkout
"01-1291",checkout,exit
"01-1292",entrance,spices
"01-1292",spices,drinks
"01-1292",drinks,spices
"01-1292",spices,drinks
"01-1292",drinks,checkout
"01-1292",checkout,exit
"01-1293",entrance,dairy
"01-1293",dairy,checkout
"01-1293",checkout,exit
"01-1294",entrance,drinks
"01-1294",drinks,spices
"01-1294",spices,checkout
"01-1294",checkout,exit
"01-1295",entrance,drinks
"01-1295",drinks,spices
"01-1295",spices,drinks
"01-1295",drinks,checkout
"01-1295",checkout,exit
"01-1296",entrance,dairy
"01-1296",dairy,drinks
"01-1296",drinks,dairy
"01-1296",dairy,drinks
"01-1296",drinks,checkout
"01-1296",checkout,exit
"01-1297",entrance,fruit
"01-1297",fruit,dairy
"01-1297",dairy,spices
"01-1297",spices,dairy
"01-1297",dairy,fruit
"01-1297",fruit,checkout
"01-1297",checkout,exit
"01-1298",entrance,dairy
"01-1298",dairy,checkout
"01-1298",checkout,exit
"01-1299",entrance,drinks
"01-1299",drinks,dairy
"01-1299",dairy,checkout
"01-1299",checkout,exit
"01-1300",entrance,drinks
"01-1300",drinks,checkout
"01-1300",checkout,exit
"01-1301",entrance,fruit
"01-1301",fruit,checkout
"01-1301",checkout,exit
"01-1302",entrance,fruit
"01-1302",fruit,spices
"01-1302",spices,drinks
"01-1302",drinks,fruit
"01-1302",fruit,dairy
"01-1302",dairy,checkout
"01-1302",checkout,exit
"01-1303",entrance,drinks
"01-1303",drinks,checkout
"01-1303",checkout,exit
"01-1304",entrance,spices
"01-1304",spices,dairy
"01-1304",dairy,spices
"01-1304",spices,drinks
"01-1304",drinks,spices
"01-1304",spices,checkout
"01-1304",checkout,exit
"01-1305",entrance,spices
"01-1305",spices,checkout
"01-1305",checkout,exit
"01-1306",entrance,fruit
"01-1306",fruit,drinks
"01-1306",drinks,spices
"01-1306",spices,checkout
"01-1306",checkout,exit
"01-1307",entrance,fruit
"01-1307",fruit,dairy
"01-1307",dairy,fruit
"01-1307",fruit,checkout
"01-1307",checkout,exit
"01-1308",entrance,fruit
"01-1308",fruit,drinks
"01-1308",drinks,checkout
"01-1308",checkout,exit
"01-1309",entrance,dairy
"01-1309",dairy,checkout
"01-1309",checkout,exit
"01-1310",entrance,spices
"01-1310",spices,drinks
"01-1310",drinks,checkout
"01-1310",checkout,exit
"01-1311",entrance,drinks
"01-1311",drinks,checkout
"01-1311",checkout,exit
"01-1312",entrance,fruit
"01-1312",fruit,dairy
"01-1312",dairy,checkout
"01-1312",checkout,exit
"01-1313",entrance,fruit
"01-1313",fruit,dairy
"01-1313",dairy,fruit
"01-1313",fruit,checkout
"01-1313",checkout,exit
"01-1314",entrance,spices
"01-1314",spices,fruit
"01-1314",fruit,drinks
"01-1314",drinks,spices
"01-1314",spices,drinks
"01-1314",drinks,checkout
"01-1314",checkout,exit
"01-1315",entrance,fruit
"01-1315",fruit,dairy
"01-1315",dairy,spices
"01-1315",spices,dairy
"01-1315",dairy,drinks
"01-1315",drinks,checkout
"01-1315",checkout,exit
"01-1316",entrance,drinks
"01-1316",drinks,checkout
"01-1316",checkout,exit
"01-1317",entrance,drinks
"01-1317",drinks,checkout
"01-1317",checkout,exit
"01-1318",entrance,drinks
"01-1318",drinks,fruit
"01-1318",fruit,drinks
"01-1318",drinks,fruit
"01-1318",fruit,drinks
"01-1318",drinks,checkout
"01-1318",checkout,exit
"01-1319",entrance,dairy
"01-1319",dairy,spices
"01-1319",spices,dairy
"01-1319",dairy,checkout
"01-1319",checkout,exit
"01-1320",entrance,fruit
"01-1320",fruit,checkout
"01-1320",checkout,exit
"01-1321",entrance,drinks
"01-1321",drinks,checkout
"01-1321",checkout,exit
"01-1322",entrance,spices
"01-1322",spices,fruit
"01-1322",fruit,dairy
"01-1322",dairy,spices
"01-1322",spices,dairy
"01-1322",dairy,checkout
"01-1322",checkout,exit
"01-1323",entrance,fruit
"01-1323",fruit,checkout
"01-1323",checkout,exit
"01-1324",entrance,drinks
"01-1324",drinks,checkout
"01-1324",checkout,exit
"01-1325",entrance,fruit
"01-1325",fruit,dairy
"01-1325",dairy,drinks
"01-1325",drinks,checkout
"01-1325",checkout,exit
"01-1326",entrance,dairy
"01-1326",dairy,fruit
"01-1326",fruit,checkout
"01-1326",checkout,exit
"01-1327",entrance,fruit
"01-1327",fruit,dairy
"01-1327",dairy,fruit
"01-1327",fruit,spices
"01-1327",spices,checkout
"01-1327",checkout,exit
"01-1328",entrance,drinks
"01-1328",drinks,checkout
"01-1328",checkout,exit
"01-1329",entrance,drinks
"01-1329",drinks,dairy
"01-1329",dairy,drinks
"01-1329",drinks,checkout
"01-1329",checkout,exit
"01-1330",entrance,dairy
"01-1330",dairy,fruit
"01-1330",fruit,dairy
"01-1330",dairy,spices
"01-1330",spices,fruit
"01-1330",fruit,spices
"01-1330",spices,dairy
"01-1330",dairy,checkout
"01-1330",checkout,exit
"01-1331",entrance,drinks
"01-1331",drinks,dairy
"01-1331",dairy,drinks
"01-1331",drinks,dairy
"01-1331",dairy,drinks
"01-1331",drinks,checkout
"01-1331",checkout,exit
"01-1332",entrance,spices
"01-1332",spices,drinks
"01-1332",drinks,fruit
"01-1332",fruit,checkout
"01-1332",checkout,exit
"01-1333",entrance,drinks
"01-1333",drinks,fruit
"01-1333",fruit,dairy
"01-1333",dairy,drinks
"01-1333",drinks,checkout
"01-1333",checkout,exit
"01-1334",entrance,fruit
"01-1334",fruit,dairy
"01-1334",dairy,checkout
"01-1334",checkout,exit
"01-1335",entrance,drinks
"01-1335",drinks,checkout
"01-1335",checkout,exit
"01-1336",entrance,fruit
"01-1336",fruit,dairy
"01-1336",dairy,fruit
"01-1336",fruit,checkout
"01-1336",checkout,exit
"01-1337",entrance,dairy
"01-1337",dairy,drinks
"01-1337",drinks,fruit
"01-1337",fruit,drinks
"01-1337",drinks,checkout
"01-1337",checkout,exit
"01-1338",entrance,fruit
"01-1338",fruit,checkout
"01-1338",checkout,exit
"01-1339",entrance,fruit
"01-1339",fruit,dairy
"01-1339",dairy,checkout
"01-1339",checkout,exit
"01-1340",entrance,dairy
"01-1340",dairy,drinks
"01-1340",drinks,fruit
"01-1340",fruit,spices
"01-1340",spices,dairy
"01-1340",dairy,spices
"01-1340",spices,checkout
"01-1340",checkout,exit
"01-1341",entrance,dairy
"01-1341",dairy,checkout
"01-1341",checkout,exit
"01-1342",entrance,fruit
"01-1342",fruit,checkout
"01-1342",checkout,exit
"01-1343",entrance,spices
"01-1343",spices,fruit
"01-1343",fruit,drinks
"01-1343",drinks,checkout
"01-1343",checkout,exit
"01-1344",entrance,drinks
"01-1344",drinks,checkout
"01-1344",checkout,exit
"01-1345",entrance,fruit
"01-1345",fruit,spices
"01-1345",spices,fruit
"01-1345",fruit,checkout
"01-1345",checkout,exit
"01-1346",entrance,drinks
"01-1346",drinks,checkout
"01-1346",checkout,exit
"01-1347",entrance,fruit
"01-1347",fruit,checkout
"01-1347",checkout,exit
"01-1348",entrance,fruit
"01-1348",fruit,drinks
"01-1348",drinks,spices
"01-1348",spices,drinks
"01-1348",drinks,checkout
"01-1348",checkout,exit
"01-1349",entrance,spices
"01-1349",spices,drinks
"01-1349",drinks,fruit
"01-1349",fruit,dairy
"01-1349",dairy,drinks
"01-1349",drinks,checkout
"01-1349",checkout,exit
"01-1350",entrance,dairy
"01-1350",dairy,drinks
"01-1350",drinks,fruit
"01-1350",fruit,dairy
"01-1350",dairy,drinks
"01-1350",drinks,checkout
"01-1350",checkout,exit
"01-1351",entrance,drinks
"01-1351",drinks,dairy
"01-1351",dairy,drinks
"01-1351",drinks,spices
"01-1351",spices,drinks
"01-1351",drinks,fruit
"01-1351",fruit,drinks
"01-1351",drinks,spices
"01-1351",spices,checkout
"01-1351",checkout,exit
"01-1352",entrance,drinks
"01-1352",drinks,fruit
"01-1352",fruit,checkout
"01-1352",checkout,exit
"01-1353",entrance,dairy
"01-1353",dairy,checkout
"01-1353",checkout,exit
"01-1354",entrance,spices
"01-1354",spices,drinks
"01-1354",drinks,checkout
"01-1354",checkout,exit
"01-1355",entrance,dairy
"01-1355",dairy,checkout
"01-1355",checkout,exit
"01-1356",entrance,dairy
"01-1356",dairy,checkout
"01-1356",checkout,exit
"01-1357",entrance,drinks
"01-1357",drinks,checkout
"01-1357",checkout,exit
"01-1358",entrance,spices
"01-1358",spices,dairy
"01-1358",dairy,drinks
"01-1358",drinks,checkout
"01-1358",checkout,exit
"01-1359",entrance,fruit
"01-1359",fruit,checkout
"01-1359",checkout,exit
"01-1360",entrance,dairy
"01-1360",dairy,drinks
"01-1360",drinks,checkout
"01-1360",checkout,exit
"01-1361",entrance,spices
"01-1361",spices,dairy
"01-1361",dairy,spices
"01-1361",spices,fruit
"01-1361",fruit,checkout
"01-1361",checkout,exit
"01-1362",entrance,spices
"01-1362",spices,checkout
"01-1362",checkout,exit
"01-1363",entrance,spices
"01-1363",spices,checkout
"01-1363",checkout,exit
"01-1364",entrance,drinks
"01-1364",drinks,spices
"01-1364",spices,drinks
"01-1364",drinks,checkout
"01-1364",checkout,exit
"01-1365",entrance,dairy
"01-1365",dairy,drinks
"01-1365",drinks,dairy
"01-1365",dairy,drinks
"01-1365",drinks,checkout
"01-1365",checkout,exit
"01-1366",entrance,fruit
"01-1366",fruit,spices
"01-1366",spices,drinks
"01-1366",drinks,checkout
"01-1366",checkout,exit
"01-1367",entrance,drinks
"01-1367",drinks,dairy
"01-1367",dairy,checkout
"01-1367",checkout,exit
"01-1368",entrance,dairy
"01-1368",dairy,drinks
"01-1368",drinks,checkout
"01-1368",checkout,exit
"01-1369",entrance,drinks
"01-1369",drinks,checkout
"01-1369",checkout,exit
"01-1370",entrance,drinks
"01-1370",drinks,fruit
"01-1370",fruit,checkout
"01-1370",checkout,exit
"01-1371",entrance,spices
"01-1371",spices,fruit
"01-1371",fruit,spices
"01-1371",spices,checkout
"01-1371",checkout,exit
"01-1372",entrance,fruit
"01-1372",fruit,dairy
"01-1372",dairy,checkout
"01-1372",checkout,exit
"01-1373",entrance,spices
"01-1373",spices,checkout
"01-1373",checkout,exit
"01-1374",entrance,fruit
"01-1374",fruit,drinks
"01-1374",drinks,checkout
"01-1374",checkout,exit
"01-1375",entrance,dairy
"01-1375",dairy,checkout
"01-1375",checkout,exit
"01-1376",entrance,drinks
"01-1376",drinks,checkout
"01-1376",checkout,exit
"01-1377",entrance,drinks
"01-1377",drinks,checkout
"01-1377",checkout,exit
"01-1378",entrance,spices
"01-1378",spices,dairy
"01-1378",dairy,checkout
"01-1378",checkout,exit
"01-1379",entrance,dairy
"01-1379",dairy,drinks
"01-1379",drinks,fruit
"01-1379",fruit,checkout
"01-1379",checkout,exit
"01-1380",entrance,dairy
"01-1380",dairy,drinks
"01-1380",drinks,spices
"01-1380",spices,dairy
"01-1380",dairy,checkout
"01-1380",checkout,exit
"01-1381",entrance,drinks
"01-1381",drinks,fruit
"01-1381",fruit,dairy
"01-1381",dairy,checkout
"01-1381",checkout,exit
"01-1382",entrance,drinks
"01-1382",drinks,spices
"01-1382",spices,dairy
"01-1382",dairy,drinks
"01-1382",drinks,spices
"01-1382",spices,drinks
"01-1382",drinks,fruit
"01-1382",fruit,dairy
"01-1382",dairy,fruit
"01-1382",fruit,checkout
"01-1382",checkout,exit
"01-1383",entrance,fruit
"01-1383",fruit,checkout
"01-1383",checkout,exit
"01-1384",entrance,fruit
"01-1384",fruit,checkout
"01-1384",checkout,exit
"01-1385",entrance,fruit
"01-1385",fruit,drinks
"01-1385",drinks,fruit
"01-1385",fruit,checkout
"01-1385",checkout,exit
"01-1386",entrance,dairy
"01-1386",dairy,checkout
"01-1386",checkout,exit
"01-1387",entrance,drinks
"01-1387",drinks,fruit
"01-1387",fruit,checkout
"01-1387",checkout,exit
"01-1388",entrance,fruit
"01-1388",fruit,spices
"01-1388",spices,dairy
"01-1388",dairy,checkout
"01-1388",checkout,exit
"01-1389",entrance,dairy
"01-1389",dairy,spices
"01-1389",spices,fruit
"01-1389",fruit,checkout
"01-1389",checkout,exit
"01-1390",entrance,fruit
"01-1390",fruit,drinks
"01-1390",drinks,checkout
"01-1390",checkout,exit
"01-1391",entrance,dairy
"01-1391",dairy,drinks
"01-1391",drinks,checkout
"01-1391",checkout,exit
"01-1392",entrance,fruit
"01-1392",fruit,checkout
"01-1392",checkout,exit
"01-1393",entrance,drinks
"01-1393",drinks,checkout
"01-1393",checkout,exit
"01-1394",entrance,fruit
"01-1394",fruit,drinks
"01-1394",drinks,checkout
"01-1394",checkout,exit
"01-1395",entrance,fruit
"01-1395",fruit,checkout
"01-1395",checkout,exit
"01-1396",entrance,fruit
"01-1396",fruit,spices
"01-1396",spices,fruit
"01-1396",fruit,checkout
"01-1396",checkout,exit
"01-1397",entrance,drinks
"01-1397",drinks,checkout
"01-1397",checkout,exit
"01-1398",entrance,fruit
"01-1398",fruit,drinks
"01-1398",drinks,checkout
"01-1398",checkout,exit
"01-1399",entrance,dairy
"01-1399",dairy,checkout
"01-1399",checkout,exit
"01-1400",entrance,dairy
"01-1400",dairy,drinks
"01-1400",drinks,checkout
"01-1400",checkout,exit
"01-1401",entrance,dairy
"01-1401",dairy,spices
"01-1401",spices,checkout
"01-1401",checkout,exit
"01-1402",entrance,fruit
"01-1402",fruit,checkout
"01-1402",checkout,exit
"01-1403",entrance,dairy
"01-1403",dairy,checkout
"01-1403",checkout,exit
"01-1404",entrance,dairy
"01-1404",dairy,checkout
"01-1404",checkout,exit
"01-1405",entrance,dairy
"01-1405",dairy,checkout
"01-1405",checkout,exit
"01-1406",entrance,spices
"01-1406",spices,fruit
"01-1406",fruit,checkout
"01-1406",checkout,exit
"01-1407",entrance,fruit
"01-1407",fruit,checkout
"01-1407",checkout,exit
"01-1408",entrance,fruit
"01-1408",fruit,spices
"01-1408",spices,checkout
"01-1408",checkout,exit
"01-1409",entrance,drinks
"01-1409",drinks,fruit
"01-1409",fruit,checkout
"01-1409",checkout,exit
"01-1410",entrance,drinks
"01-1410",drinks,fruit
"01-1410",fruit,checkout
"01-1410",checkout,exit
"01-1411",entrance,fruit
"01-1411",fruit,checkout
"01-1411",checkout,exit
"01-1412",entrance,fruit
"01-1412",fruit,checkout
"01-1412",checkout,exit
"01-1413",entrance,fruit
"01-1413",fruit,checkout
"01-1413",checkout,exit
"01-1414",entrance,dairy
"01-1414",dairy,drinks
"01-1414",drinks,checkout
"01-1414",checkout,exit
"01-1415",entrance,fruit
"01-1415",fruit,checkout
"01-1415",checkout,exit
"01-1416",entrance,fruit
"01-1416",fruit,drinks
"01-1416",drinks,checkout
"01-1416",checkout,exit
"01-1417",entrance,spices
"01-1417",spices,fruit
"01-1417",fruit,checkout
"01-1417",checkout,exit
"01-1418",entrance,drinks
"01-1418",drinks,checkout
"01-1418",checkout,exit
"01-1419",entrance,fruit
"01-1419",fruit,drinks
"01-1419",drinks,checkout
"01-1419",checkout,exit
"01-1420",entrance,spices
"01-1420",spices,checkout
"01-1420",checkout,exit
"01-1421",entrance,spices
"01-1421",spices,drinks
"01-1421",drinks,checkout
"01-1421",checkout,exit
"01-1422",entrance,dairy
"01-1422",dairy,drinks
"01-1422",drinks,checkout
"01-1422",checkout,exit
"01-1423",entrance,dairy
"01-1423",dairy,spices
"01-1423",spices,dairy
"01-1423",dairy,checkout
"01-1423",checkout,exit
"01-1424",entrance,dairy
"01-1424",dairy,drinks
"01-1424",drinks,checkout
"01-1424",checkout,exit
"01-1425",entrance,drinks
"01-1425",drinks,checkout
"01-1425",checkout,exit
"01-1426",entrance,fruit
"01-1426",fruit,drinks
"01-1426",drinks,checkout
"01-1426",checkout,exit
"01-1427",entrance,drinks
"01-1427",drinks,checkout
"01-1427",checkout,exit
"01-1428",entrance,drinks
"01-1428",drinks,checkout
"01-1428",checkout,exit
"01-1429",entrance,drinks
"01-1429",drinks,checkout
"01-1429",checkout,exit
"01-1430",entrance,fruit
"01-1430",fruit,dairy
"01-1430",dairy,fruit
"01-1430",fruit,dairy
"01-1430",dairy,fruit
"01-1430",fruit,checkout
"01-1430",checkout,exit
"01-1431",entrance,fruit
"01-1431",fruit,dairy
"01-1431",dairy,checkout
"01-1431",checkout,exit
"01-1432",entrance,spices
"01-1432",spices,fruit
"01-1432",fruit,checkout
"01-1432",checkout,exit
"01-1433",entrance,dairy
"01-1433",dairy,spices
"01-1433",spices,drinks
"01-1433",drinks,fruit
"01-1433",fruit,checkout
"01-1433",checkout,exit
"01-1434",entrance,drinks
"01-1434",drinks,fruit
"01-1434",fruit,spices
"01-1434",spices,drinks
"01-1434",drinks,checkout
"01-1434",checkout,exit
"01-1435",entrance,drinks
"01-1435",drinks,checkout
"01-1435",checkout,exit
"01-1436",entrance,drinks
"01-1436",drinks,checkout
"01-1436",checkout,exit
"01-1437",entrance,fruit
"01-1437",fruit,spices
"01-1437",spices,dairy
"01-1437",dairy,checkout
"01-1437",checkout,exit
"01-1438",entrance,spices
"01-1438",spices,checkout
"01-1438",checkout,exit
"01-1439",entrance,fruit
"01-1439",fruit,checkout
"01-1439",checkout,exit
"01-1440",entrance,drinks
"01-1440",drinks,spices
"01-1440",spices,checkout
"01-1440",checkout,exit
"01-1441",entrance,dairy
"01-1441",dairy,drinks
"01-1441",drinks,spices
"01-1441",spices,checkout
"01-1441",checkout,exit
"01-1442",entrance,fruit
"01-1442",fruit,checkout
"01-1442",checkout,exit
"01-1443",entrance,fruit
"01-1443",fruit,dairy
"01-1443",dairy,checkout
"01-1443",checkout,exit
"01-1444",entrance,spices
"01-1444",spices,checkout
"01-1444",checkout,exit
"01-1445",entrance,dairy
"01-1445",dairy,checkout
"01-1445",checkout,exit
"01-1446",entrance,dairy
"01-1446",dairy,checkout
"01-1446",checkout,exit
"01-1447",entrance,fruit
"01-1447",fruit,checkout
"01-1447",checkout,exit
"02-1",entrance,fruit
"02-1",fruit,drinks
"02-1",drinks,checkout
"02-1",checkout,exit
"02-2",entrance,drinks
"02-2",drinks,fruit
"02-2",fruit,checkout
"02-2",checkout,exit
"02-3",entrance,dairy
"02-3",dairy,checkout
"02-3",checkout,exit
"02-4",entrance,dairy
"02-4",dairy,spices
"02-4",spices,drinks
"02-4",drinks,checkout
"02-4",checkout,exit
"02-5",entrance,dairy
"02-5",dairy,checkout
"02-5",checkout,exit
"02-6",entrance,dairy
"02-6",dairy,spices
"02-6",spices,dairy
"02-6",dairy,checkout
"02-6",checkout,exit
"02-7",entrance,dairy
"02-7",dairy,fruit
"02-7",fruit,drinks
"02-7",drinks,checkout
"02-7",checkout,exit
"02-8",entrance,dairy
"02-8",dairy,checkout
"02-8",checkout,exit
"02-9",entrance,fruit
"02-9",fruit,dairy
"02-9",dairy,fruit
"02-9",fruit,dairy
"02-9",dairy,checkout
"02-9",checkout,exit
"02-10",entrance,fruit
"02-10",fruit,checkout
"02-10",checkout,exit
"02-11",entrance,fruit
"02-11",fruit,checkout
"02-11",checkout,exit
"02-12",entrance,fruit
"02-12",fruit,checkout
"02-12",checkout,exit
"02-13",entrance,dairy
"02-13",dairy,drinks
"02-13",drinks,checkout
"02-13",checkout,exit
"02-14",entrance,dairy
"02-14",dairy,fruit
"02-14",fruit,dairy
"02-14",dairy,fruit
"02-14",fruit,drinks
"02-14",drinks,checkout
"02-14",checkout,exit
"02-15",entrance,spices
"02-15",spices,fruit
"02-15",fruit,dairy
"02-15",dairy,checkout
"02-15",checkout,exit
"02-16",entrance,dairy
"02-16",dairy,drinks
"02-16",drinks,fruit
"02-16",fruit,dairy
"02-16",dairy,checkout
"02-16",checkout,exit
"02-17",entrance,fruit
"02-17",fruit,checkout
"02-17",checkout,exit
"02-18",entrance,fruit
"02-18",fruit,dairy
"02-18",dairy,checkout
"02-18",checkout,exit
"02-19",entrance,dairy
"02-19",dairy,drinks
"02-19",drinks,fruit
"02-19",fruit,drinks
"02-19",drinks,checkout
"02-19",checkout,exit
"02-20",entrance,spices
"02-20",spices,checkout
"02-20",checkout,exit
"02-21",entrance,drinks
"02-21",drinks,spices
"02-21",spices,drinks
"02-21",drinks,checkout
"02-21",checkout,exit
"02-22",entrance,drinks
"02-22",drinks,checkout
"02-22",checkout,exit
"02-23",entrance,fruit
"02-23",fruit,checkout
"02-23",checkout,exit
"02-24",entrance,fruit
"02-24",fruit,spices
"02-24",spices,drinks
"02-24",drinks,checkout
"02-24",checkout,exit
"02-25",entrance,dairy
"02-25",dairy,checkout
"02-25",checkout,exit
"02-26",entrance,spices
"02-26",spices,drinks
"02-26",drinks,checkout
"02-26",checkout,exit
"02-27",entrance,spices
"02-27",spices,fruit
"02-27",fruit,checkout
"02-27",checkout,exit
"02-28",entrance,spices
"02-28",spices,fruit
"02-28",fruit,checkout
"02-28",checkout,exit
"02-29",entrance,fruit
"02-29",fruit,dairy
"02-29",dairy,drinks
"02-29",drinks,dairy
"02-29",dairy,drinks
"02-29",drinks,spices
"02-29",spices,drinks
"02-29",drinks,checkout
"02-29",checkout,exit
"02-30",entrance,drinks
"02-30",drinks,checkout
"02-30",checkout,exit
"02-31",entrance,drinks
"02-31",drinks,spices
"02-31",spices,drinks
"02-31",drinks,fruit
"02-31",fruit,drinks
"02-31",drinks,fruit
"02-31",fruit,checkout
"02-31",checkout,exit
"02-32",entrance,dairy
"02-32",dairy,drinks
"02-32",drinks,checkout
"02-32",checkout,exit
"02-33",entrance,spices
"02-33",spices,dairy
"02-33",dairy,spices
"02-33",spices,drinks
"02-33",drinks,checkout
"02-33",checkout,exit
"02-34",entrance,drinks
"02-34",drinks,checkout
"02-34",checkout,exit
"02-35",entrance,spices
"02-35",spices,checkout
"02-35",checkout,exit
"02-36",entrance,dairy
"02-36",dairy,drinks
"02-36",drinks,checkout
"02-36",checkout,exit
"02-37",entrance,drinks
"02-37",drinks,fruit
"02-37",fruit,drinks
"02-37",drinks,checkout
"02-37",checkout,exit
"02-38",entrance,drinks
"02-38",drinks,checkout
"02-38",checkout,exit
"02-39",entrance,dairy
"02-39",dairy,drinks
"02-39",drinks,fruit
"02-39",fruit,checkout
"02-39",checkout,exit
"02-40",entrance,fruit
"02-40",fruit,dairy
"02-40",dairy,drinks
"02-40",drinks,checkout
"02-40",checkout,exit
"02-41",entrance,drinks
"02-41",drinks,dairy
"02-41",dairy,drinks
"02-41",drinks,checkout
"02-41",checkout,exit
"02-42",entrance,drinks
"02-42",drinks,fruit
"02-42",fruit,checkout
"02-42",checkout,exit
"02-43",entrance,fruit
"02-43",fruit,dairy
"02-43",dairy,checkout
"02-43",checkout,exit
"02-44",entrance,fruit
"02-44",fruit,checkout
"02-44",checkout,exit
"02-45",entrance,spices
"02-45",spices,fruit
"02-45",fruit,checkout
"02-45",checkout,exit
"02-46",entrance,dairy
"02-46",dairy,drinks
"02-46",drinks,spices
"02-46",spices,checkout
"02-46",checkout,exit
"02-47",entrance,dairy
"02-47",dairy,checkout
"02-47",checkout,exit
"02-48",entrance,dairy
"02-48",dairy,checkout
"02-48",checkout,exit
"02-49",entrance,spices
"02-49",spices,dairy
"02-49",dairy,checkout
"02-49",checkout,exit
"02-50",entrance,drinks
"02-50",drinks,checkout
"02-50",checkout,exit
"02-51",entrance,dairy
"02-51",dairy,fruit
"02-51",fruit,checkout
"02-51",checkout,exit
"02-52",entrance,drinks
"02-52",drinks,checkout
"02-52",checkout,exit
"02-53",entrance,fruit
"02-53",fruit,checkout
"02-53",checkout,exit
"02-54",entrance,drinks
"02-54",drinks,checkout
"02-54",checkout,exit
"02-55",entrance,dairy
"02-55",dairy,drinks
"02-55",drinks,fruit
"02-55",fruit,checkout
"02-55",checkout,exit
"02-56",entrance,drinks
"02-56",drinks,checkout
"02-56",checkout,exit
"02-57",entrance,spices
"02-57",spices,dairy
"02-57",dairy,drinks
"02-57",drinks,checkout
"02-57",checkout,exit
"02-58",entrance,fruit
"02-58",fruit,checkout
"02-58",checkout,exit
"02-59",entrance,fruit
"02-59",fruit,dairy
"02-59",dairy,spices
"02-59",spices,drinks
"02-59",drinks,checkout
"02-59",checkout,exit
"02-60",entrance,dairy
"02-60",dairy,fruit
"02-60",fruit,checkout
"02-60",checkout,exit
"02-61",entrance,drinks
"02-61",drinks,spices
"02-61",spices,checkout
"02-61",checkout,exit
"02-62",entrance,drinks
"02-62",drinks,spices
"02-62",spices,dairy
"02-62",dairy,drinks
"02-62",drinks,checkout
"02-62",checkout,exit
"02-63",entrance,dairy
"02-63",dairy,spices
"02-63",spices,drinks
"02-63",drinks,checkout
"02-63",checkout,exit
"02-64",entrance,spices
"02-64",spices,fruit
"02-64",fruit,drinks
"02-64",drinks,spices
"02-64",spices,drinks
"02-64",drinks,checkout
"02-64",checkout,exit
"02-65",entrance,dairy
"02-65",dairy,fruit
"02-65",fruit,checkout
"02-65",checkout,exit
"02-66",entrance,drinks
"02-66",drinks,fruit
"02-66",fruit,checkout
"02-66",checkout,exit
"02-67",entrance,dairy
"02-67",dairy,spices
"02-67",spices,drinks
"02-67",drinks,fruit
"02-67",fruit,drinks
"02-67",drinks,checkout
"02-67",checkout,exit
"02-68",entrance,fruit
"02-68",fruit,checkout
"02-68",checkout,exit
"02-69",entrance,fruit
"02-69",fruit,checkout
"02-69",checkout,exit
"02-70",entrance,fruit
"02-70",fruit,drinks
"02-70",drinks,checkout
"02-70",checkout,exit
"02-71",entrance,spices
"02-71",spices,drinks
"02-71",drinks,checkout
"02-71",checkout,exit
"02-72",entrance,spices
"02-72",spices,dairy
"02-72",dairy,spices
"02-72",spices,checkout
"02-72",checkout,exit
"02-73",entrance,fruit
"02-73",fruit,dairy
"02-73",dairy,fruit
"02-73",fruit,checkout
"02-73",checkout,exit
"02-74",entrance,fruit
"02-74",fruit,dairy
"02-74",dairy,spices
"02-74",spices,dairy
"02-74",dairy,drinks
"02-74",drinks,fruit
"02-74",fruit,checkout
"02-74",checkout,exit
"02-75",entrance,dairy
"02-75",dairy,drinks
"02-75",drinks,spices
"02-75",spices,dairy
"02-75",dairy,drinks
"02-75",drinks,fruit
"02-75",fruit,checkout
