"cust_id","location_1","location_2"
"03-168",fruit,spices
"03-169",spices,dairy
"03-169",dairy,drinks
"03-169",drinks,checkout
"03-169",checkout,exit
"03-170",fruit,checkout
"03-170",checkout,exit
"03-171",checkout,exit
"03-171",dairy,drinks
"03-172",drinks,checkout
"03-172",checkout,exit
"03-173",spices,spices
"03-173",spices,dairy
"03-173",dairy,checkout
"03-173",checkout,exit
"03-173",dairy,fruit
"03-173",fruit,spices
"03-174",spices,checkout
"03-174",checkout,exit
"03-175",checkout,exit
"03-175",dairy,fruit
"03-175",fruit,drinks
"03-175",drinks,checkout
"03-176",checkout,exit
"03-176",fruit,dairy
"03-176",dairy,dairy
"03-176",dairy,spices
"03-176",spices,dairy
"03-176",dairy,fruit
"03-176",fruit,checkout
"03-177",checkout,exit
"03-177",dairy,checkout
"03-178",checkout,exit
"03-178",spices,spices
"03-179",spices,drinks
"03-179",drinks,dairy
"03-179",dairy,checkout
"03-179",checkout,exit
"03-179",fruit,dairy
"03-179",dairy,spices
"03-179",spices,spices
"03-180",spices,checkout
"03-180",checkout,exit
"03-180",fruit,fruit
"03-180",fruit,dairy
"03-180",dairy,checkout
"03-181",checkout,exit
"03-181",dairy,dairy
"03-182",dairy,checkout
"03-182",checkout,exit
"03-182",fruit,dairy
"03-182",dairy,drinks
"03-182",drinks,dairy
"03-183",dairy,checkout
"03-183",checkout,exit
"03-184",checkout,exit
"03-184",drinks,checkout
"03-185",checkout,exit
"03-185",dairy,checkout
"03-186",checkout,exit
"03-186",drinks,dairy
"03-186",dairy,dairy
"03-186",dairy,dairy
"03-186",dairy,spices
"03-186",spices,spices
"03-186",spices,spices
"03-186",spices,checkout
"03-187",checkout,exit
"03-187",spices,spices
"03-188",spices,checkout
"03-188",checkout,exit
"03-189",checkout,exit
"03-189",fruit,spices
"03-190",spices,fruit
"03-190",fruit,dairy
"03-190",dairy,spices
"03-190",spices,checkout
"03-190",checkout,exit
"03-190",fruit,spices
"03-190",spices,dairy
"03-190",dairy,dairy
"03-191",dairy,checkout
"03-191",checkout,exit
"03-191",fruit,fruit
"03-191",fruit,dairy
"03-191",dairy,dairy
"03-191",dairy,drinks
"03-192",drinks,checkout
"03-192",checkout,exit
"03-192",spices,fruit
"03-193",fruit,dairy
"03-193",dairy,fruit
"03-193",fruit,checkout
"03-193",checkout,exit
"03-193",spices,checkout
"03-194",checkout,exit
"03-194",fruit,spices
"03-195",spices,dairy
"03-195",dairy,spices
"03-195",spices,drinks
"03-195",drinks,drinks
"03-195",drinks,drinks
"03-195",drinks,spices
"03-195",spices,drinks
"03-195",drinks,fruit
"03-195",fruit,spices
"03-195",spices,checkout
"03-195",checkout,exit
"03-196",checkout,exit
"03-196",dairy,drinks
"03-196",drinks,fruit
"03-197",fruit,dairy
"03-197",dairy,checkout
"03-197",checkout,exit
"03-198",checkout,exit
"03-198",drinks,fruit
"03-199",fruit,checkout
"03-199",checkout,exit
"03-200",fruit,checkout
"03-200",checkout,exit
"03-201",checkout,exit
"03-201",dairy,checkout
"03-202",checkout,exit
"03-202",drinks,checkout
"03-203",checkout,exit
"03-203",fruit,checkout
"03-204",checkout,exit
"03-204",fruit,dairy
"03-204",dairy,fruit
"03-205",fruit,checkout
"03-205",checkout,exit
"03-206",dairy,fruit
"03-206",fruit,fruit
"03-206",fruit,checkout
"03-206",checkout,exit
"03-207",checkout,exit
"03-207",fruit,spices
"03-208",spices,checkout
"03-208",checkout,exit
"03-209",fruit,dairy
"03-209",dairy,checkout
"03-209",checkout,exit
"03-209",spices,drinks
"03-209",drinks,spices
"03-209",spices,drinks
"03-209",drinks,spices
"03-209",spices,drinks
"03-209",drinks,dairy
"03-210",dairy,checkout
"03-210",checkout,exit
"03-210",drinks,spices
"03-210",spices,spices
"03-210",spices,checkout
"03-211",checkout,exit
"03-211",dairy,checkout
"03-212",checkout,exit
"03-212",drinks,drinks
"03-213",drinks,checkout
"03-213",checkout,exit
"03-214",dairy,drinks
"03-214",drinks,checkout
"03-214",checkout,exit
"03-215",drinks,checkout
"03-215",checkout,exit
"03-215",dairy,drinks
"03-216",drinks,fruit
"03-216",fruit,spices
"03-216",spices,checkout
"03-216",checkout,exit
"03-217",drinks,spices
"03-217",spices,checkout
"03-217",checkout,exit
"03-218",checkout,exit
"03-218",fruit,fruit
"03-219",fruit,checkout
"03-219",checkout,exit
"03-220",checkout,exit
"03-220",fruit,dairy
"03-220",dairy,dairy
"03-221",dairy,spices
"03-221",spices,checkout
"03-221",checkout,exit
"03-221",drinks,spices
"03-222",spices,checkout
"03-222",checkout,exit
"03-222",drinks,drinks
"03-222",drinks,fruit
"03-223",fruit,checkout
"03-223",checkout,exit
"03-224",checkout,exit
"03-224",spices,drinks
"03-225",drinks,fruit
"03-225",fruit,checkout
"03-225",checkout,exit
"03-226",dairy,checkout
"03-226",checkout,exit
"03-227",dairy,checkout
"03-227",checkout,exit
"03-228",spices,drinks
"03-228",drinks,dairy
"03-228",dairy,checkout
"03-228",checkout,exit
"03-228",fruit,fruit
"03-228",fruit,fruit
"03-229",fruit,dairy
"03-229",dairy,spices
"03-229",spices,dairy
"03-229",dairy,fruit
"03-229",fruit,checkout
"03-229",checkout,exit
"03-229",drinks,checkout
"03-230",checkout,exit
"03-230",dairy,spices
"03-230",spices,fruit
"03-231",fruit,checkout
"03-231",checkout,exit
"03-232",checkout,exit
"03-232",fruit,drinks
"03-233",drinks,dairy
"03-233",dairy,checkout
"03-233",checkout,exit
"03-234",dairy,drinks
"03-234",drinks,checkout
"03-234",checkout,exit
"03-234",dairy,fruit
"03-234",fruit,checkout
"03-235",checkout,exit
"03-235",fruit,drinks
"03-236",drinks,dairy
"03-236",dairy,fruit
"03-236",fruit,drinks
"03-236",drinks,checkout
"03-236",checkout,exit
"03-237",dairy,fruit
"03-237",fruit,checkout
"03-237",checkout,exit
"03-238",drinks,checkout
"03-238",checkout,exit
"03-238",dairy,checkout
"03-239",checkout,exit
"03-239",dairy,drinks
"03-240",drinks,fruit
"03-240",fruit,checkout
"03-240",checkout,exit
"03-241",checkout,exit
"03-241",fruit,fruit
"03-242",fruit,checkout
"03-242",checkout,exit
"03-243",checkout,exit
"03-243",dairy,drinks
"03-244",drinks,checkout
"03-244",checkout,exit
"03-244",spices,drinks
"03-245",drinks,fruit
"03-245",fruit,checkout
"03-245",checkout,exit
"03-245",spices,checkout
"03-246",checkout,exit
"03-246",dairy,checkout
"03-247",checkout,exit
"03-247",fruit,checkout
"03-248",checkout,exit
"03-248",dairy,checkout
"03-249",checkout,exit
"03-249",fruit,dairy
"03-250",dairy,checkout
"03-250",checkout,exit
"03-251",dairy,fruit
"03-251",fruit,checkout
"03-251",checkout,exit
"03-251",drinks,fruit
"03-252",fruit,checkout
"03-252",checkout,exit
"03-253",checkout,exit
"03-253",fruit,fruit
"03-254",fruit,checkout
"03-254",checkout,exit
"03-255",dairy,checkout
"03-255",checkout,exit
"03-255",dairy,spices
"03-255",spices,fruit
"03-255",fruit,spices
"03-255",spices,drinks
"03-255",drinks,dairy
"03-256",dairy,spices
"03-256",spices,checkout
"03-256",checkout,exit
"03-257",drinks,spices
"03-257",spices,checkout
"03-257",checkout,exit
"03-258",drinks,fruit
"03-258",fruit,spices
"03-258",spices,dairy
"03-258",dairy,spices
"03-258",spices,checkout
"03-258",checkout,exit
"03-258",fruit,drinks
"03-258",drinks,drinks
"03-259",drinks,checkout
"03-259",checkout,exit
"03-260",fruit,checkout
"03-260",checkout,exit
"03-260",drinks,checkout
"03-261",checkout,exit
"03-261",drinks,spices
"03-261",spices,drinks
"03-262",drinks,checkout
"03-262",checkout,exit
"03-262",dairy,checkout
"03-263",checkout,exit
"03-263",fruit,fruit
"03-264",fruit,drinks
"03-264",drinks,fruit
"03-264",fruit,dairy
"03-264",dairy,checkout
"03-264",checkout,exit
"03-264",dairy,spices
"03-264",spices,dairy
"03-264",dairy,checkout
"03-265",checkout,exit
"03-265",fruit,drinks
"03-265",drinks,spices
"03-265",spices,fruit
"03-265",fruit,dairy
"03-265",dairy,spices
"03-266",spices,checkout
"03-266",checkout,exit
"03-266",drinks,drinks
"03-267",drinks,checkout
"03-267",checkout,exit
"03-267",dairy,checkout
"03-268",checkout,exit
"03-268",fruit,dairy
"03-268",dairy,spices
"03-269",spices,drinks
"03-269",drinks,checkout
"03-269",checkout,exit
"03-270",checkout,exit
"03-270",dairy,dairy
"03-271",dairy,spices
"03-271",spices,spices
"03-271",spices,spices
"03-271",spices,drinks
"03-271",drinks,drinks
"03-271",drinks,drinks
"03-271",drinks,drinks
"03-271",drinks,checkout
"03-271",checkout,exit
"03-272",checkout,exit
"03-272",dairy,spices
"03-272",spices,fruit
"03-272",fruit,dairy
"03-272",dairy,spices
"03-273",spices,dairy
"03-273",dairy,fruit
"03-273",fruit,checkout
"03-273",checkout,exit
"03-273",fruit,dairy
"03-273",dairy,spices
"03-273",spices,dairy
"03-274",dairy,fruit
"03-274",fruit,checkout
"03-274",checkout,exit
"03-275",dairy,drinks
"03-275",drinks,fruit
"03-275",fruit,dairy
"03-275",dairy,checkout
"03-275",checkout,exit
"03-276",dairy,spices
"03-276",spices,checkout
"03-276",checkout,exit
"03-276",spices,dairy
"03-276",dairy,dairy
"03-276",dairy,checkout
"03-277",checkout,exit
"03-277",drinks,fruit
"03-277",fruit,dairy
"03-277",dairy,spices
"03-277",spices,drinks
"03-278",drinks,checkout
"03-278",checkout,exit
"03-279",dairy,checkout
"03-279",checkout,exit
"03-279",spices,drinks
"03-279",drinks,checkout
"03-280",checkout,exit
"03-280",dairy,checkout
"03-281",checkout,exit
"03-281",drinks,fruit
"03-282",fruit,checkout
"03-282",checkout,exit
"03-283",dairy,checkout
"03-283",checkout,exit
"03-283",fruit,dairy
"03-283",dairy,checkout
"03-284",checkout,exit
"03-284",dairy,fruit
"03-284",fruit,checkout
"03-285",checkout,exit
"03-285",spices,drinks
"03-286",drinks,checkout
"03-286",checkout,exit
"03-286",fruit,checkout
"03-287",checkout,exit
"03-287",dairy,fruit
"03-287",fruit,spices
"03-288",spices,dairy
"03-288",dairy,checkout
"03-288",checkout,exit
"03-288",spices,dairy
"03-288",dairy,fruit
"03-288",fruit,checkout
"03-289",checkout,exit
"03-289",dairy,fruit
"03-290",fruit,checkout
"03-290",checkout,exit
"03-291",checkout,exit
"03-291",fruit,spices
"03-291",spices,fruit
"03-292",fruit,dairy
"03-292",dairy,checkout
"03-292",checkout,exit
"03-292",dairy,dairy
"03-293",dairy,checkout
"03-293",checkout,exit
"03-293",fruit,spices
"03-293",spices,drinks
"03-294",drinks,checkout
"03-294",checkout,exit
"03-294",spices,checkout
"03-295",checkout,exit
"03-295",dairy,dairy
"03-296",dairy,checkout
"03-296",checkout,exit
"03-296",drinks,dairy
"03-297",dairy,checkout
"03-297",checkout,exit
"03-297",fruit,fruit
"03-297",fruit,spices
"03-297",spices,checkout
"03-298",checkout,exit
"03-298",dairy,fruit
"03-299",fruit,checkout
"03-299",checkout,exit
"03-300",spices,checkout
"03-300",checkout,exit
"03-300",dairy,drinks
"03-300",drinks,fruit
"03-301",fruit,spices
"03-301",spices,drinks
"03-301",drinks,dairy
"03-301",dairy,checkout
"03-301",checkout,exit
"03-302",checkout,exit
"03-302",spices,spices
"03-303",spices,fruit
"03-303",fruit,checkout
"03-303",checkout,exit
"03-303",drinks,fruit
"03-304",fruit,checkout
"03-304",checkout,exit
"03-305",checkout,exit
"03-305",drinks,fruit
"03-306",fruit,checkout
"03-306",checkout,exit
"03-307",dairy,checkout
"03-307",checkout,exit
"03-308",spices,dairy
"03-308",dairy,checkout
"03-308",checkout,exit
"03-308",fruit,checkout
"03-309",checkout,exit
"03-309",fruit,drinks
"03-309",drinks,fruit
"03-309",fruit,drinks
"03-309",drinks,drinks
"03-309",drinks,checkout
"03-310",checkout,exit
"03-310",fruit,checkout
"03-311",checkout,exit
"03-311",drinks,fruit
"03-312",fruit,checkout
"03-312",checkout,exit
"03-313",fruit,drinks
"03-313",drinks,drinks
"03-313",drinks,dairy
"03-313",dairy,spices
"03-313",spices,dairy
"03-313",dairy,checkout
"03-313",checkout,exit
"03-313",fruit,fruit
"03-313",fruit,spices
"03-313",spices,drinks
"03-314",drinks,checkout
"03-314",checkout,exit
"03-315",spices,checkout
"03-315",checkout,exit
"03-315",dairy,drinks
"03-316",drinks,checkout
"03-316",checkout,exit
"03-317",checkout,exit
"03-317",fruit,fruit
"03-318",fruit,spices
"03-318",spices,dairy
"03-318",dairy,checkout
"03-318",checkout,exit
"03-319",dairy,fruit
"03-319",fruit,checkout
"03-319",checkout,exit
"03-320",checkout,exit
"03-320",fruit,drinks
"03-320",drinks,checkout
"03-321",checkout,exit
"03-321",spices,dairy
"03-321",dairy,dairy
"03-322",dairy,checkout
"03-322",checkout,exit
"03-323",fruit,dairy
"03-323",dairy,fruit
"03-323",fruit,dairy
"03-323",dairy,spices
"03-323",spices,checkout
"03-323",checkout,exit
"03-323",drinks,spices
"03-324",spices,checkout
"03-324",checkout,exit
"03-324",dairy,fruit
"03-324",fruit,spices
"03-324",spices,dairy
"03-324",dairy,drinks
"03-324",drinks,dairy
"03-325",dairy,fruit
"03-325",fruit,checkout
"03-325",checkout,exit
"03-325",fruit,fruit
"03-326",fruit,checkout
"03-326",checkout,exit
"03-326",dairy,checkout
"03-327",checkout,exit
"03-327",dairy,drinks
"03-328",drinks,checkout
"03-328",checkout,exit
"03-329",dairy,checkout
"03-329",checkout,exit
"03-330",checkout,exit
"03-330",drinks,dairy
"03-330",dairy,fruit
"03-330",fruit,checkout
"03-331",checkout,exit
"03-331",dairy,fruit
"03-331",fruit,checkout
"03-332",checkout,exit
"03-332",drinks,fruit
"03-332",fruit,spices
"03-333",spices,fruit
"03-333",fruit,checkout
"03-333",checkout,exit
"03-333",dairy,fruit
"03-334",fruit,spices
"03-334",spices,drinks
"03-334",drinks,spices
"03-334",spices,fruit
"03-334",fruit,fruit
"03-334",fruit,dairy
"03-334",dairy,checkout
"03-334",checkout,exit
"03-335",dairy,checkout
"03-335",checkout,exit
"03-336",spices,checkout
"03-336",checkout,exit
"03-336",fruit,fruit
"03-337",fruit,dairy
"03-337",dairy,checkout
"03-337",checkout,exit
"03-338",checkout,exit
"03-338",drinks,spices
"03-338",spices,drinks
"03-339",drinks,checkout
"03-339",checkout,exit
"03-340",dairy,checkout
"03-340",checkout,exit
"03-340",spices,fruit
"03-340",fruit,dairy
"03-340",dairy,drinks
"03-341",drinks,spices
"03-341",spices,checkout
"03-341",checkout,exit
"03-342",drinks,fruit
"03-342",fruit,checkout
"03-342",checkout,exit
"03-342",drinks,dairy
"03-343",dairy,checkout
"03-343",checkout,exit
"03-343",fruit,dairy
"03-344",dairy,checkout
"03-344",checkout,exit
"03-344",fruit,drinks
"03-345",drinks,checkout
"03-345",checkout,exit
"03-346",fruit,spices
"03-346",spices,dairy
"03-346",dairy,checkout
"03-346",checkout,exit
"03-346",fruit,dairy
"03-346",dairy,spices
"03-346",spices,drinks
"03-346",drinks,dairy
"03-346",dairy,drinks
"03-346",drinks,drinks
"03-346",drinks,drinks
"03-347",drinks,dairy
"03-347",dairy,checkout
"03-347",checkout,exit
"03-348",checkout,exit
"03-348",dairy,dairy
"03-349",dairy,checkout
"03-349",checkout,exit
"03-350",checkout,exit
"03-350",drinks,checkout
"03-351",checkout,exit
"03-351",drinks,dairy
"03-352",dairy,checkout
"03-352",checkout,exit
"03-352",fruit,drinks
"03-352",drinks,dairy
"03-353",dairy,checkout
"03-353",checkout,exit
"03-354",checkout,exit
"03-354",fruit,spices
"03-355",spices,checkout
"03-355",checkout,exit
"03-356",spices,dairy
"03-356",dairy,checkout
"03-356",checkout,exit
"03-356",dairy,fruit
"03-356",fruit,spices
"03-356",spices,drinks
"03-356",drinks,dairy
"03-357",dairy,checkout
"03-357",checkout,exit
"03-357",spices,fruit
"03-357",fruit,checkout
"03-358",checkout,exit
"03-358",dairy,dairy
"03-359",dairy,checkout
"03-359",checkout,exit
"03-360",fruit,drinks
"03-360",drinks,drinks
"03-360",drinks,checkout
"03-360",checkout,exit
"03-360",fruit,fruit
"03-361",fruit,dairy
"03-361",dairy,drinks
"03-361",drinks,fruit
"03-361",fruit,fruit
"03-361",fruit,checkout
"03-361",checkout,exit
"03-361",spices,dairy
"03-361",dairy,dairy
"03-361",dairy,drinks
"03-362",drinks,dairy
"03-362",dairy,spices
"03-362",spices,fruit
"03-362",fruit,checkout
"03-362",checkout,exit
"03-363",fruit,dairy
"03-363",dairy,dairy
"03-363",dairy,fruit
"03-363",fruit,checkout
"03-363",checkout,exit
"03-364",checkout,exit
"03-364",spices,fruit
"03-364",fruit,dairy
"03-364",dairy,fruit
"03-365",fruit,drinks
"03-365",drinks,fruit
"03-365",fruit,dairy
"03-365",dairy,checkout
"03-365",checkout,exit
"03-366",checkout,exit
"03-366",dairy,drinks
"03-367",drinks,checkout
"03-367",checkout,exit
"03-368",fruit,checkout
"03-368",checkout,exit
"03-368",dairy,fruit
"03-368",fruit,spices
"03-369",spices,checkout
"03-369",checkout,exit
"03-370",dairy,fruit
"03-370",fruit,checkout
"03-370",checkout,exit
"03-371",spices,fruit
"03-371",fruit,dairy
"03-371",dairy,dairy
"03-371",dairy,drinks
"03-371",drinks,spices
"03-371",spices,drinks
"03-371",drinks,checkout
"03-371",checkout,exit
"03-372",checkout,exit
"03-372",fruit,spices
"03-372",spices,spices
"03-372",spices,dairy
"03-372",dairy,checkout
"03-373",checkout,exit
"03-373",drinks,fruit
"03-373",fruit,checkout
"03-374",checkout,exit
"03-374",dairy,dairy
"03-374",dairy,spices
"03-374",spices,fruit
"03-375",fruit,dairy
"03-375",dairy,checkout
"03-375",checkout,exit
"03-376",fruit,checkout
"03-376",checkout,exit
"03-377",spices,checkout
"03-377",checkout,exit
"03-378",checkout,exit
"03-378",fruit,fruit
"03-379",fruit,checkout
"03-379",checkout,exit
"03-380",fruit,checkout
"03-380",checkout,exit
"03-380",drinks,checkout
"03-381",checkout,exit
"03-381",drinks,drinks
"03-382",drinks,drinks
"03-382",drinks,spices
"03-382",spices,spices
"03-382",spices,fruit
"03-382",fruit,checkout
"03-382",checkout,exit
"03-382",dairy,dairy
"03-382",dairy,dairy
"03-382",dairy,spices
"03-382",spices,fruit
"03-382",fruit,drinks
"03-382",drinks,checkout
"03-383",checkout,exit
"03-383",fruit,checkout
"03-384",checkout,exit
"03-384",drinks,spices
"03-384",spices,checkout
"03-385",checkout,exit
"03-385",fruit,spices
"03-386",spices,dairy
"03-386",dairy,dairy
"03-386",dairy,drinks
"03-386",drinks,fruit
"03-386",fruit,checkout
"03-386",checkout,exit
"03-387",spices,drinks
"03-387",drinks,checkout
"03-387",checkout,exit
"03-388",checkout,exit
"03-388",fruit,fruit
"03-389",fruit,spices
"03-389",spices,checkout
"03-389",checkout,exit
"03-390",dairy,spices
"03-390",spices,spices
"03-390",spices,checkout
"03-390",checkout,exit
"03-391",spices,checkout
"03-391",checkout,exit
"03-392",fruit,drinks
"03-392",drinks,checkout
"03-392",checkout,exit
"03-393",fruit,checkout
"03-393",checkout,exit
"03-394",spices,dairy
"03-394",dairy,checkout
"03-394",checkout,exit
"03-395",drinks,dairy
"03-395",dairy,checkout
"03-395",checkout,exit
"03-396",drinks,checkout
"03-396",checkout,exit
"03-396",fruit,checkout
"03-397",checkout,exit
"03-397",drinks,dairy
"03-397",dairy,checkout
"03-398",checkout,exit
"03-398",spices,dairy
"03-398",dairy,dairy
"03-398",dairy,checkout
"03-399",checkout,exit
"03-399",fruit,checkout
"03-400",checkout,exit
"03-400",drinks,dairy
"03-400",dairy,fruit
"03-400",fruit,checkout
"03-401",checkout,exit
"03-401",fruit,spices
"03-402",spices,checkout
"03-402",checkout,exit
"03-402",dairy,fruit
"03-402",fruit,drinks
"03-402",drinks,drinks
"03-403",drinks,spices
"03-403",spices,dairy
"03-403",dairy,drinks
"03-403",drinks,checkout
"03-403",checkout,exit
"03-404",spices,checkout
"03-404",checkout,exit
"03-404",dairy,fruit
"03-404",fruit,fruit
"03-405",fruit,drinks
"03-405",drinks,checkout
"03-405",checkout,exit
"03-405",dairy,fruit
"03-405",fruit,dairy
"03-406",dairy,checkout
"03-406",checkout,exit
"03-407",dairy,checkout
"03-407",checkout,exit
"03-407",dairy,spices
"03-407",spices,drinks
"03-408",drinks,spices
"03-408",spices,fruit
"03-408",fruit,drinks
"03-408",drinks,fruit
"03-408",fruit,fruit
"03-408",fruit,checkout
"03-408",checkout,exit
"03-409",drinks,checkout
"03-409",checkout,exit
"03-410",checkout,exit
"03-410",dairy,spices
"03-410",spices,dairy
"03-411",dairy,spices
"03-411",spices,checkout
"03-411",checkout,exit
"03-412",drinks,fruit
"03-412",fruit,checkout
"03-412",checkout,exit
"03-413",checkout,exit
"03-413",fruit,checkout
"03-414",checkout,exit
"03-414",dairy,dairy
"03-414",dairy,drinks
"03-414",drinks,fruit
"03-414",fruit,spices
"03-414",spices,spices
"03-414",spices,spices
"03-414",spices,spices
"03-415",spices,checkout
"03-415",checkout,exit
"03-415",fruit,checkout
"03-416",checkout,exit
"03-416",dairy,dairy
"03-417",dairy,checkout
"03-417",checkout,exit
"03-417",spices,drinks
"03-417",drinks,spices
"03-417",spices,fruit
"03-417",fruit,spices
"03-417",spices,drinks
"03-417",drinks,spices
"03-417",spices,checkout
"03-418",checkout,exit
"03-418",fruit,checkout
"03-419",checkout,exit
"03-419",drinks,dairy
"03-420",dairy,drinks
"03-420",drinks,checkout
"03-420",checkout,exit
"03-421",dairy,checkout
"03-421",checkout,exit
"03-422",checkout,exit
"03-422",spices,dairy
"03-422",dairy,spices
"03-423",spices,drinks
"03-423",drinks,checkout
"03-423",checkout,exit
"03-423",fruit,drinks
"03-424",drinks,checkout
"03-424",checkout,exit
"03-425",checkout,exit
"03-425",spices,drinks
"03-425",drinks,dairy
"03-425",dairy,fruit
"03-426",fruit,checkout
"03-426",checkout,exit
"03-427",drinks,checkout
"03-427",checkout,exit
"03-428",dairy,checkout
"03-428",checkout,exit
"03-429",drinks,checkout
"03-429",checkout,exit
"03-429",drinks,spices
"03-429",spices,spices
"03-429",spices,drinks
"03-429",drinks,spices
"03-429",spices,fruit
"03-429",fruit,drinks
"03-430",drinks,dairy
"03-430",dairy,checkout
"03-430",checkout,exit
"03-431",spices,dairy
"03-431",dairy,checkout
"03-431",checkout,exit
"03-431",spices,dairy
"03-431",dairy,spices
"03-432",spices,checkout
"03-432",checkout,exit
"03-432",drinks,dairy
"03-433",dairy,checkout
"03-433",checkout,exit
"03-434",fruit,dairy
"03-434",dairy,checkout
"03-434",checkout,exit
"03-435",fruit,fruit
"03-435",fruit,dairy
"03-435",dairy,spices
"03-435",spices,dairy
"03-435",dairy,checkout
"03-435",checkout,exit
"03-435",spices,dairy
"03-435",dairy,checkout
"03-436",checkout,exit
"03-436",dairy,fruit
"03-437",fruit,checkout
"03-437",checkout,exit
"03-438",dairy,spices
"03-438",spices,checkout
"03-438",checkout,exit
"03-439",spices,checkout
"03-439",checkout,exit
"03-440",spices,drinks
"03-440",drinks,fruit
"03-440",fruit,checkout
"03-440",checkout,exit
"03-441",checkout,exit
"03-441",fruit,fruit
"03-442",fruit,spices
"03-442",spices,checkout
"03-442",checkout,exit
"03-443",fruit,checkout
"03-443",checkout,exit
"03-443",spices,spices
"03-443",spices,drinks
"03-443",drinks,spices
"03-443",spices,drinks
"03-443",drinks,dairy
"03-443",dairy,spices
"03-443",spices,fruit
"03-443",fruit,checkout
"03-444",checkout,exit
"03-444",drinks,spices
"03-444",spices,fruit
"03-445",fruit,checkout
"03-445",checkout,exit
"03-446",dairy,checkout
"03-446",checkout,exit
"03-447",spices,checkout
"03-447",checkout,exit
"03-447",dairy,fruit
"03-448",fruit,checkout
"03-448",checkout,exit
"03-449",checkout,exit
"03-449",fruit,drinks
"03-449",drinks,fruit
"03-450",fruit,spices
"03-450",spices,drinks
"03-450",drinks,checkout
"03-450",checkout,exit
"03-451",dairy,spices
"03-451",spices,drinks
"03-451",drinks,checkout
"03-451",checkout,exit
"03-451",fruit,spices
"03-451",spices,checkout
"03-452",checkout,exit
"03-452",dairy,dairy
"03-453",dairy,checkout
"03-453",checkout,exit
"03-454",dairy,checkout
"03-454",checkout,exit
"03-455",drinks,checkout
"03-455",checkout,exit
"03-456",checkout,exit
"03-456",fruit,fruit
"03-457",fruit,checkout
"03-457",checkout,exit
"03-458",spices,spices
"03-458",spices,fruit
"03-458",fruit,drinks
"03-458",drinks,dairy
"03-458",dairy,dairy
"03-458",dairy,spices
"03-458",spices,dairy
"03-458",dairy,checkout
"03-458",checkout,exit
"03-458",spices,dairy
"03-458",dairy,checkout
"03-459",checkout,exit
"03-459",fruit,dairy
"03-460",dairy,drinks
"03-460",drinks,checkout
"03-460",checkout,exit
"03-461",dairy,checkout
"03-461",checkout,exit
"03-462",spices,fruit
"03-462",fruit,checkout
"03-462",checkout,exit
"03-462",dairy,drinks
"03-463",drinks,checkout
"03-463",checkout,exit
"03-464",dairy,drinks
"03-464",drinks,spices
"03-464",spices,checkout
"03-464",checkout,exit
"03-464",drinks,checkout
"03-465",checkout,exit
"03-465",fruit,spices
"03-465",spices,checkout
"03-466",checkout,exit
"03-466",fruit,checkout
"03-467",checkout,exit
"03-467",fruit,checkout
"03-468",checkout,exit
"03-468",fruit,dairy
"03-468",dairy,dairy
"03-469",dairy,drinks
"03-469",drinks,fruit
"03-469",fruit,checkout
"03-469",checkout,exit
"03-470",checkout,exit
"03-470",spices,drinks
"03-470",drinks,spices
"03-470",spices,checkout
"03-471",checkout,exit
"03-471",drinks,checkout
"03-472",checkout,exit
"03-472",dairy,fruit
"03-472",fruit,dairy
"03-473",dairy,checkout
"03-473",checkout,exit
"03-473",spices,fruit
"03-473",fruit,spices
"03-474",spices,checkout
"03-474",checkout,exit
"03-474",dairy,drinks
"03-474",drinks,checkout
"03-475",checkout,exit
"03-475",fruit,dairy
"03-476",dairy,spices
"03-476",spices,dairy
"03-476",dairy,checkout
"03-476",checkout,exit
"03-477",checkout,exit
"03-477",drinks,drinks
"03-478",drinks,fruit
"03-478",fruit,dairy
"03-478",dairy,checkout
"03-478",checkout,exit
"03-478",dairy,checkout
"03-479",checkout,exit
"03-479",fruit,spices
"03-479",spices,checkout
"03-480",checkout,exit
"03-480",fruit,checkout
"03-481",checkout,exit
"03-481",fruit,drinks
"03-482",drinks,checkout
"03-482",checkout,exit
"03-482",spices,fruit
"03-483",fruit,checkout
"03-483",checkout,exit
"03-484",fruit,checkout
"03-484",checkout,exit
"03-485",checkout,exit
"03-485",drinks,checkout
"03-486",checkout,exit
"03-486",spices,drinks
"03-486",drinks,fruit
"03-487",fruit,checkout
"03-487",checkout,exit
"03-487",dairy,fruit
"03-487",fruit,fruit
"03-488",fruit,spices
"03-488",spices,dairy
"03-488",dairy,checkout
"03-488",checkout,exit
"03-489",dairy,spices
"03-489",spices,checkout
"03-489",checkout,exit
"03-489",dairy,checkout
"03-490",checkout,exit
"03-490",spices,fruit
"03-491",fruit,checkout
"03-491",checkout,exit
"03-491",dairy,dairy
"03-492",dairy,fruit
"03-492",fruit,checkout
"03-492",checkout,exit
"03-493",drinks,fruit
"03-493",fruit,checkout
"03-493",checkout,exit
"03-493",dairy,spices
"03-493",spices,checkout
"03-494",checkout,exit
"03-494",dairy,dairy
"03-495",dairy,checkout
"03-495",checkout,exit
"03-496",dairy,dairy
"03-496",dairy,spices
"03-496",spices,fruit
"03-496",fruit,checkout
"03-496",checkout,exit
"03-497",checkout,exit
"03-497",fruit,dairy
"03-498",dairy,dairy
"03-498",dairy,checkout
"03-498",checkout,exit
"03-498",spices,spices
"03-498",spices,fruit
"03-499",fruit,dairy
"03-499",dairy,checkout
"03-499",checkout,exit
